iter	RMSE
250	0.04055236279
251	0.04034435591
252	0.04021383212
253	0.03996337897
254	0.03986578849
255	0.03975368287
256	0.0396339112
257	0.039456903
258	0.03924935917
259	0.03900726521
260	0.03882248949
261	0.03875538982
262	0.0385723315
263	0.03843062913
264	0.03841544547
265	0.03827128121
266	0.03825685518
267	0.03808201239
268	0.03803517982
269	0.03784398586
270	0.03768735121
271	0.03752905605
272	0.03741495874
273	0.03740051478
274	0.03722127973
275	0.03714073304
276	0.03700967447
277	0.03699405866
278	0.03684645183
279	0.03668833293
280	0.0366756659
281	0.03656783227
282	0.03641408879
283	0.03628754993
284	0.03601986209
285	0.03594712535
286	0.03576581803
287	0.03560457458
288	0.03556240655
289	0.03535328688
290	0.03524258432
291	0.03515116759
292	0.03501210421
293	0.03498623523
294	0.03484664827
295	0.03476099823
296	0.03462843154
297	0.03453335953
298	0.03442587799
299	0.03429801263
300	0.03420498307
301	0.03398467729
302	0.03391014012
303	0.03389848674
304	0.03376104128
305	0.0335044678
306	0.03338188226
307	0.03313939194
308	0.03302417876
309	0.03298522348
310	0.03282836835
311	0.03273577125
312	0.03256246291
313	0.03243565734
314	0.0323703085
315	0.03231488875
316	0.03223483206
317	0.03218120869
318	0.03209354439
319	0.03200377588
320	0.03181486373
321	0.03158782961
322	0.03157696148
323	0.03139482415
324	0.03134517702
325	0.03108660181
326	0.03098384451
327	0.03082888826
328	0.03070066748
329	0.03053055263
330	0.03043779869
331	0.03023484321
332	0.03022551607
333	0.0302161683
334	0.030164892
335	0.03006567818
336	0.02998759291
337	0.02996701709
338	0.02990899695
339	0.02971491538
340	0.0295947573
341	0.02946222746
342	0.02935850531
343	0.02921547262
344	0.02905607125
345	0.02891828543
346	0.0287941346
347	0.0286916762
348	0.02859415133
349	0.02858543642
350	0.02838568611
351	0.02837809341
352	0.02836977409
353	0.0283084438
354	0.02823054741
355	0.02808791127
356	0.02797381873
357	0.02790296978
358	0.02789171841
359	0.02786281335
360	0.02781957112
361	0.02778286528
362	0.02766190073
363	0.02756676468
364	0.02742979682
365	0.0273144075
366	0.02730798827
367	0.02722437877
368	0.0270997223
369	0.02693657396
370	0.02687205751
371	0.02686561219
372	0.02683395888
373	0.02682807537
374	0.02663737881
375	0.02650316083
376	0.02630691456
377	0.02615964582
378	0.02602002737
379	0.02594815852
380	0.02594120378
381	0.02593593876
382	0.02592870208
383	0.02584077624
384	0.02580246402
385	0.02579414618
386	0.02575094495
387	0.02562411908
388	0.02557490241
389	0.02540215886
390	0.02533497179
391	0.02522781267
392	0.02522140256
393	0.02513314981
394	0.02503727702
395	0.02498652886
396	0.02489560638
397	0.02483146339
398	0.02476244428
399	0.02468570529
400	0.02457636611
401	0.02444321642
402	0.02439855332
403	0.02425835079
404	0.02419713283
405	0.02407782269
406	0.02404227395
407	0.02399063765
408	0.02383069716
409	0.02378430853
410	0.02368330329
411	0.02353184005
412	0.02346009991
413	0.02341368149
414	0.02330570454
415	0.02320428883
416	0.02311302454
417	0.0230295969
418	0.02289359045
419	0.02284553629
420	0.02277934053
421	0.02268472556
422	0.02259789152
423	0.02249567898
424	0.0223566981
425	0.02224127763
426	0.02218896096
427	0.02218359313
428	0.02209699449
429	0.02199801284
430	0.02194252335
431	0.02192401807
432	0.0218276416
433	0.02178991935
434	0.02162490338
435	0.02162046045
436	0.02156450488
437	0.02152111888
438	0.02142763296
439	0.02140879653
440	0.02126957618
441	0.02117662942
442	0.02104789213
443	0.02098335516
444	0.02086749345
445	0.02078907855
446	0.02063428893
447	0.02058256159
448	0.02056804581
449	0.02045748905
450	0.02040130251
451	0.02034788893
452	0.02029666852
453	0.02019944701
454	0.02008788042
455	0.01999360804
456	0.01983957855
457	0.01975582697
458	0.01967658627
459	0.01956152244
460	0.01944896607
461	0.01938286862
462	0.01932928426
463	0.01921319544
464	0.01910922286
465	0.01905941579
466	0.01901528559
467	0.01894176705
468	0.01890235563
469	0.01887983963
470	0.01877918311
471	0.0187192686
472	0.01865832843
473	0.01861500786
474	0.01856836106
475	0.01851286656
476	0.01847425867
477	0.01846729779
478	0.01846392204
479	0.01839254423
480	0.01837991826
481	0.01824520213
482	0.01824150154
483	0.01815317102
484	0.01815007052
485	0.01804898466
486	0.01799420816
487	0.01790586898
488	0.01781705239
489	0.01776757407
490	0.01770891746
491	0.01768128714
492	0.01762455223
493	0.01761629875
494	0.01753236292
495	0.01745825905
496	0.01740727133
497	0.01738851927
498	0.01729288937
499	0.01724384281
